food_category	restaurant	item_name	item_description	calories	total_fat	saturated_fat	trans_fat	cholesterol	sodium	carbohydrates	dietary_fiber	sugar	protein	health_score	reasoning	food_type	protein_type	
Entrees	KFC	Nashville Hot Extra Crispy Chicken Drumstick	"Nashville Hot Extra Crispy Chicken Drumstick, Nashville Hot Chicken"	250	21	3.5	0	50	530	6	1	0	11	8	"Low: dietary fiber, protein"	Fried	Chicken	
Entrees	KFC	Nashville Hot Extra Crispy Chicken Thigh	"Nashville Hot Extra Crispy Chicken Thigh, Nashville Hot Chicken"	500	40	7	0	100	970	11	1	1	22	6.4	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	KFC	Nashville Hot Extra Crispy Chicken Whole Wing	"Nashville Hot Extra Crispy Chicken Whole Wing, Nashville Hot Chicken"	290	25	4	0	45	520	6	1	1	10	7.7	"Low: dietary fiber, protein"	Wings	Chicken	
Entrees	KFC	Nashville Hot Kentucky Grilled Chicken Breast	"Nashville Hot Kentucky Grilled Chicken Breast, Nashville Hot Chicken"	260	12	3	0	130	790	1	0	0	38	7.9	"High: cholesterol, sodium | Low: dietary fiber"	Grilled	Chicken	
Entrees	KFC	Nashville Hot Kentucky Grilled Chicken Drumstick	"Nashville Hot Kentucky Grilled Chicken Drumstick, Nashville Hot Chicken"	100	6	1.5	0	55	260	0	0	0	11	9	"Low: dietary fiber, protein"	Grilled	Chicken	
Entrees	KFC	Nashville Hot Kentucky Grilled Chicken Thigh	"Nashville Hot Kentucky Grilled Chicken Thigh, Nashville Hot Chicken"	180	12	3.5	0	90	470	0	0	0	17	8.6	Low: dietary fiber	Grilled	Chicken	
Entrees	KFC	Nashville Hot Kentucky Grilled Chicken Whole Wing	"Nashville Hot Kentucky Grilled Chicken Whole Wing, Nashville Hot Chicken"	90	6	1.5	0	45	210	1	0	0	9	9	"Low: dietary fiber, protein"	Grilled	Chicken	
Entrees	KFC	Nashville Hot Spicy Crispy Chicken Breast	"Nashville Hot Spicy Crispy Chicken Breast, Nashville Hot Chicken"	540	40	7	0	100	1390	14	2	1	31	6.4	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	KFC	Nashville Hot Spicy Crispy Chicken Drumstick	"Nashville Hot Spicy Crispy Chicken Drumstick, Nashville Hot Chicken"	190	14	2.5	0	40	510	6	1	0	9	8.4	"Low: dietary fiber, protein"	Fried	Chicken	
Entrees	KFC	Nashville Hot Spicy Crispy Chicken Thigh	"Nashville Hot Spicy Crispy Chicken Thigh, Nashville Hot Chicken"	390	32	6	0	65	900	12	2	1	13	7	"High: total fat, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	KFC	Kentucky Fried Wings - Unsauced	"Kentucky Fried Wings - Unsauced, Kentucky Fried Wings"	80	6	1	0	20	150	3	0	0	5	8.8	"Low: dietary fiber, protein"	Wings	Chicken	
Entrees	KFC	Kentucky Fried Wings - Buffalo	"Kentucky Fried Wings - Buffalo, Kentucky Fried Wings"	100	7	1.5	0	20	310	3	0	0	5	8.5	"Low: dietary fiber, protein"	Wings	Chicken	
Entrees	KFC	Kentucky Fried Wings - Honey BBQ	"Kentucky Fried Wings - Honey BBQ, Kentucky Fried Wings"	100	6	1	0	20	210	8	0	4	5	8.5	"Low: dietary fiber, protein"	Wings	Chicken	
Entrees	KFC	Kentucky Fried Wings - Nashville Hot	"Kentucky Fried Wings - Nashville Hot, Kentucky Fried Wings"	130	11	2	0	20	230	4	0	0	5	8.4	"Low: dietary fiber, protein"	Wings	Chicken	
Entrees	KFC	Beyond Fried Chicken Nuggets	"Beyond Fried Chicken Nuggets, Limited Time Offers"	80	4.5	0	0	0	240	5	0	0	6	9.2	"Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	McDonald's	Hotcakes and Sausage	"Hotcakes and Sausage, Breakfast"	520	24	7	0	50	930	61	3	14	15	6.9	"High: saturated fat, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	McDonald's	Hotcakes	"Hotcakes, Breakfast"	350	9	2	0	20	590	60	3	14	8	8	"Low: dietary fiber, protein"	Breakfast	Unknown	
Entrees	McDonald's	Fruit & Maple Oatmeal	"Fruit & Maple Oatmeal, Breakfast"	290	4.5	2	0	10	160	57	5	32	5	8.3	"High: sugar | Low: dietary fiber, protein"	Breakfast	Dairy	
Entrees	McDonald's	Chicken McNuggets (4 piece)	"Chicken McNuggets (4 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces"	190	12	2	0	25	360	12	1	0	9	8.8	"Low: dietary fiber, protein"	Tenders	Chicken	
Entrees	McDonald's	Chicken McNuggets (10 piece)	"Chicken McNuggets (10 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces"	470	30	5	0	65	900	30	2	0	22	7.6	"High: total fat, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	McDonald's	Chicken McNuggets (6 piece)	"Chicken McNuggets (6 piece), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces"	280	18	3	0	40	540	18	1	0	13	8.5	Low: dietary fiber	Tenders	Chicken	
Entrees	McDonald's	Chicken Selects Premium Breast Strips  (3 pc)	"Chicken Selects Premium Breast Strips  (3 pc), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces"	400	24	3.5	0	50	1010	23	0	0	23	7.7	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	McDonald's	Chicken Selects Premium Breast Strips (5 pc)	"Chicken Selects Premium Breast Strips (5 pc), Chicken McNuggets/Chicken Selects Premium Breast Strips/Sauces"	660	40	6	0	85	1680	39	0	0	38	6.1	"High: total fat, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	McDonald's	Fruit & Maple Oatmeal without Brown Sugar	"Fruit & Maple Oatmeal without Brown Sugar, Breakfast"	260	4.5	2	0	10	115	48	5	18	5	8.8	"High: sugar | Low: dietary fiber, protein"	Breakfast	Dairy	
Entrees	Panera Bread	Souffle - Four Cheese	"Souffle - Four Cheese, Souffles"	470	30	16	1	185	830	36	1	8	14	4.1	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Unknown	Veggie	
Entrees	Panera Bread	Souffle - Spinach & Artichoke	"Souffle - Spinach & Artichoke, Souffles"	530	35	19	1	180	930	37	3	8	18	4.5	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Unknown	Veggie	
Entrees	Panera Bread	Souffle - Spinach & Bacon	"Souffle - Spinach & Bacon, Souffles"	550	37	19	1	195	970	36	1	8	19	3.9	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Panera Bread	Baja Bowl with Chicken	"Baja Bowl with Chicken, Bowls/Mac/Flatbread Pizzas"	740	35	7	0	55	1470	83	14	10	27	7.7	"High: calories, total fat, saturated fat, sodium"	Bowl	Chicken	
Entrees	Panera Bread	Mediterranean Bowl	"Mediterranean Bowl, Bowls/Mac/Flatbread Pizzas"	590	31	7	0	20	1250	66	8	7	16	8.1	"High: total fat, saturated fat, sodium"	Bowl	Unknown	
Entrees	Panera Bread	Mediterranean Bowl with Chicken	"Mediterranean Bowl with Chicken, Bowls/Mac/Flatbread Pizzas"	640	32	7	0	55	1460	68	8	7	26	7.8	"High: total fat, saturated fat, sodium"	Gyro	Chicken	
Entrees	Panera Bread	Teriyaki Chicken & Broccoli Bowl	"Teriyaki Chicken & Broccoli Bowl, Bowls/Mac/Flatbread Pizzas"	740	28	6	0	155	2070	84	6	27	38	5.8	"High: calories, total fat, cholesterol, sodium, sugar | Low: dietary fiber"	Bowl	Chicken	
Entrees	Panera Bread	Baja Bowl	"Baja Bowl, Bowls/Mac/Flatbread Pizzas"	690	34	7	0	20	1250	82	14	10	18	8.1	"High: calories, total fat, saturated fat, sodium"	Bowl	Unknown	
Entrees	Panera Bread	"Steel Cut Oatmeal with Strawberries, Pecans & Cinnamon Crunch Topping"	"Steel Cut Oatmeal with Strawberries, Pecans & Cinnamon Crunch Topping, Breakfast"	370	15	2	0	0	150	52	9	17	8	9.6	High: sugar | Low: protein	Breakfast	Dairy	
Entrees	Panera Bread	Broccoli Cheddar Mac & Cheese - Bread Bowl	"Broccoli Cheddar Mac & Cheese - Bread Bowl, Bowls/Mac/Flatbread Pizzas"	1040	28	12	0.5	40	2120	157	7	7	39	6.4	"High: calories, total fat, saturated fat, sodium"	Pasta	Dairy	
Entrees	Panera Bread	Broccoli Cheddar Mac & Cheese - Large	"Broccoli Cheddar Mac & Cheese - Large, Bowls/Mac/Flatbread Pizzas"	740	48	23	1	85	1930	53	5	10	25	4.7	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pasta	Dairy	
Entrees	Panera Bread	Broccoli Cheddar Mac & Cheese - Small	"Broccoli Cheddar Mac & Cheese - Small, Bowls/Mac/Flatbread Pizzas"	370	24	11	0.5	40	960	26	3	5	12	6.2	"High: saturated fat, sodium | Low: dietary fiber"	Pasta	Dairy	
Entrees	Panera Bread	Mac & Cheese - Bread Bowl	"Mac & Cheese - Bread Bowl, Bowls/Mac/Flatbread Pizzas"	1150	36	18	1	85	2310	164	4	9	43	4.3	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pasta	Dairy	
Entrees	Panera Bread	Mac & Cheese - Large	"Mac & Cheese - Large, Bowls/Mac/Flatbread Pizzas"	960	64	35	2	165	2300	67	0	15	32	2.6	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Pasta	Dairy	
Entrees	Panera Bread	Mac & Cheese- Small	"Mac & Cheese- Small, Bowls/Mac/Flatbread Pizzas"	480	32	17	1	85	1150	34	0	7	16	4.3	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pasta	Dairy	
Entrees	Pizza Hut	Oven-Baked Cheesy Alfredo Pasta	"Oven-Baked Cheesy Alfredo Pasta, Pasta"	880	48	31	1.5	40	1180	84	30	5	5	4.7	"High: calories, total fat, saturated fat, trans fat, sodium | Low: protein"	Pasta	Dairy	
Entrees	Pizza Hut	Oven-Baked Chicken Alfredo Pasta	"Oven-Baked Chicken Alfredo Pasta, Pasta"	930	49	32	1.5	65	1340	85	37	5	5	4.4	"High: calories, total fat, saturated fat, trans fat, sodium | Low: protein"	Pasta	Chicken	
Entrees	Pizza Hut	Oven-Baked Italian Meats Pasta	"Oven-Baked Italian Meats Pasta, Pasta"	860	37	15	1	90	1640	97	36	17	8	4.1	"High: calories, total fat, saturated fat, trans fat, sodium, sugar | Low: protein"	Pasta	Unknown	
Entrees	Pizza Hut	Oven-Baked Veggie Pasta	"Oven-Baked Veggie Pasta, Pasta"	640	16	8	0	40	1170	99	27	18	9	7.1	"High: saturated fat, sodium, sugar | Low: protein"	Pasta	Veggie	
Entrees	Pizza Hut	Penne w/ Marinara & Meatballs (1/2 Size)	"Penne w/ Marinara & Meatballs (1/2 Size), Pasta"	630	28	13	1	95	1570	62	33	17	6	4.4	"High: total fat, saturated fat, trans fat, sodium, sugar | Low: protein"	Pasta	Unknown	
Entrees	Pizza Hut	Penne w/ Marinara & Meatballs (Regular)	"Penne w/ Marinara & Meatballs (Regular), Pasta"	1120	46	21	1.5	150	2750	121	57	33	12	3.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar"	Pasta	Unknown	
Entrees	Pizza Hut	Penne w/ Marinara & Mushrooms (1/2 Size)	"Penne w/ Marinara & Mushrooms (1/2 Size), Pasta"	430	13	7	0	40	1110	57	21	16	6	7.4	"High: saturated fat, sodium | Low: protein"	Pasta	Unknown	
Entrees	Pizza Hut	Penne w/ Marinara & Mushrooms (Regular)	"Penne w/ Marinara & Mushrooms (Regular), Pasta"	820	24	13	1	75	2050	114	39	32	13	4.9	"High: calories, saturated fat, trans fat, sodium, sugar"	Pasta	Unknown	
Entrees	Pizza Hut	Penne w/ Marinara (1/2 Size)	"Penne w/ Marinara (1/2 Size), Pasta"	420	13	7	0	40	1110	57	20	15	6	7.5	"High: saturated fat, sodium | Low: protein"	Pasta	Unknown	
Entrees	Pizza Hut	Penne w/ Marinara (Regular)	"Penne w/ Marinara (Regular), Pasta"	810	23	13	1	75	2050	112	38	31	12	4.9	"High: calories, saturated fat, trans fat, sodium, sugar"	Pasta	Unknown	
Entrees	Popeyes	Handcrafted Nuggets	"Handcrafted Nuggets, Kids Meals"	190	12	6	1	40	440	10	0	0	11	6.8	"High: trans fat | Low: dietary fiber, protein"	Nuggets	Chicken	
Entrees	Popeyes	Grits	"Grits, Breakfast"	370	5	0.5	0	0	30	80	7	0	5	10	Low: protein	Breakfast	Unknown	
Entrees	Popeyes	3 Handcrafted Tenders - Blackened	"3 Handcrafted Tenders - Blackened, Handcrafted Tenders & Nuggets"	170	2	0	0	25	550	2	0	0	26	9.9	Low: dietary fiber	Tenders	Chicken	
Entrees	Popeyes	Cajun Fish Filet	"Cajun Fish Filet, Seafood"	380	19	5	0	40	1650	37	2	4	16	7.8	High: sodium | Low: dietary fiber	Unknown	Seafood	
Entrees	Popeyes	Handcrafted Tender - Classic	"Handcrafted Tender - Classic, Kids Meals"	150	7	3	0	35	610	12	1	0	13	9	Low: dietary fiber	Tenders	Chicken	
Entrees	Popeyes	Leg - Classic	"Leg - Classic, Kids Meals"	160	9	4	0	40	460	5	1	0	14	9	Low: dietary fiber	Fried	Chicken	
Entrees	Popeyes	3 Handcrafted Tenders - Classic Or Spicy	"3 Handcrafted Tenders - Classic Or Spicy, Handcrafted Tenders & Nuggets"	450	21	9	1	100	1820	29	2	0	38	5.6	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	Popeyes	5 Handcrafted Tenders - Classic Or Spicy	"5 Handcrafted Tenders - Classic Or Spicy, Handcrafted Tenders & Nuggets"	740	34	14	2	170	3040	48	3	0	63	4.4	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	Popeyes	5 Handcrafted Tenders - Blackened	"5 Handcrafted Tenders - Blackened, Handcrafted Tenders & Nuggets"	280	3	0	0	40	920	3	0	0	43	9.2	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	Popeyes	Leg (Each)	"Leg (Each), Classic Or Spicy, Bonafide Chicken"	160	9	4	0	40	460	5	1	0	14	9	Low: dietary fiber	Fried	Chicken	
Entrees	Popeyes	Thigh (Each)	"Thigh (Each), Classic Or Spicy, Bonafide Chicken"	280	21	8	0	50	640	7	1	0	14	7.7	High: saturated fat | Low: dietary fiber	Fried	Chicken	
Entrees	Popeyes	Whole Wing (Each)	"Whole Wing (Each), Classic Or Spicy, Bonafide Chicken"	210	14	4	0	60	610	8	1	0	13	8.3	Low: dietary fiber	Wings	Chicken	
Entrees	Popeyes	Catfish Filet	"Catfish Filet, Seafood"	460	29	12	2	65	1140	27	1	0	21	5.3	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Fried	Seafood	
Entrees	Popeyes	Breast (Each)	"Breast (Each), Classic Or Spicy, Bonafide Chicken"	380	20	8	1	125	1230	16	2	0	35	5.6	"High: saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Fried	Chicken	
Entrees	Popeyes	8 Handcrafted Nuggets	"8 Handcrafted Nuggets, Handcrafted Tenders & Nuggets"	380	24	11	1.5	80	880	19	1	0	22	5.7	"High: saturated fat, trans fat, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	Popeyes	12 Handcrafted Nuggets	"12 Handcrafted Nuggets, Handcrafted Tenders & Nuggets"	570	36	16	2	120	1320	28	2	0.5	34	4.6	"High: total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Tenders	Chicken	
Entrees	Raising Cane's Chicken Fingers	Chicken Finger	"Chicken Finger, Individual Items"	130	6	1	0	40	190	5	1	0	13	9.7	Low: dietary fiber	Tenders	Chicken	
Entrees	Raising Cane's Chicken Fingers	Kids Combo	"Kids Combo, Combos"	630	40	6	0	85	1100	38	5	5	29	7	"High: total fat, sodium | Low: dietary fiber"	Combo	Chicken	
Entrees	Raising Cane's Chicken Fingers	3 Finger Combo	"3 Finger Combo, Combos"	1020	56	9	0.5	125	1640	81	10	9	47	5.8	"High: calories, total fat, saturated fat, cholesterol, sodium"	Tenders	Chicken	
Entrees	Raising Cane's Chicken Fingers	Box Combo	"Box Combo, Combos"	1250	68	11	0.5	170	2130	97	12	16	61	5.1	"High: calories, total fat, saturated fat, cholesterol, sodium"	Combo	Chicken	
Entrees	Raising Cane's Chicken Fingers	Caniac Combo	"Caniac Combo, Combos"	1790	104	16	1	255	3160	124	15	21	89	4.2	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium, sugar"	Combo	Chicken	
Entrees	Raising Cane's Chicken Fingers	Chicken Sandwich Combo	"Chicken Sandwich Combo, Combos"	1080	54	8	0.5	120	1700	103	10	13	52	5.8	"High: calories, total fat, saturated fat, cholesterol, sodium"	Sandwich	Chicken	
Entrees	Sonic	"Jumbo Popcorn Chicken, Medium"	"Jumbo Popcorn Chicken, Medium, Chicken, Snacks & Sides"	490	28	5	0	55	1640	36	4	1	23	7.9	"High: total fat, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Sonic	"Jumbo Popcorn Chicken, Large"	"Jumbo Popcorn Chicken, Large, Chicken, Snacks & Sides"	750	43	8	0.5	90	2520	55	6	2	36	6.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Sonic	3 Crispy Tenders	"3 Crispy Tenders, Chicken"	260	12	1	0	60	730	16	2	0	21	9.2	Low: dietary fiber	Tenders	Chicken	
Entrees	Sonic	5 Crispy Tenders	"5 Crispy Tenders, Chicken"	430	20	2	0	95	1210	27	3	0	35	8.1	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	Sonic	4 French Toast Sticks w/o Syrup	"4 French Toast Sticks w/o Syrup, Breakfast Items"	480	25	4.5	0	0	460	54	3	12	8	7.5	"Low: dietary fiber, protein"	Breakfast	Unknown	
Entrees	Sonic	2 Crispy Tenders	"2 Crispy Tenders, Wacky Pack Kids Meals"	170	8	0.5	0	40	490	11	1	0	14	9.5	Low: dietary fiber	Tenders	Chicken	
Entrees	Sonic	"Fritos Chili Pie, Small"	"Fritos Chili Pie, Small, Snacks & Sides"	510	34	10	0.5	35	1030	35	3	1	14	6.1	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Pie	Beef	
Entrees	Sonic	"Fritos Chili Pie, Medium"	"Fritos Chili Pie, Medium, Snacks & Sides"	750	50	15	1	50	1490	53	5	2	20	5.4	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pie	Beef	
Entrees	Sonic	"Fritos Chili Pie, Large"	"Fritos Chili Pie, Large, Snacks & Sides"	990	66	20	1	70	1940	71	6	3	26	5.1	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Pie	Beef	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Medium, Buffalo"	"Sauced Jumbo Popcorn Chicken Medium, Buffalo, Chicken"	620	41	7	0.5	70	3260	38	5	2	24	6.5	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Large, Buffalo"	"Sauced Jumbo Popcorn Chicken Large, Buffalo, Chicken"	940	62	11	1	105	4940	59	8	3	37	5.3	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium"	Nuggets	Chicken	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Medium, Honey BBQ"	"Sauced Jumbo Popcorn Chicken Medium, Honey BBQ, Chicken"	640	28	5	0.5	55	2780	73	5	36	24	6	"High: total fat, sodium, sugar | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Large, Honey BBQ"	"Sauced Jumbo Popcorn Chicken Large, Honey BBQ, Chicken"	980	43	8	1	90	4230	111	7	54	37	4.3	"High: calories, total fat, saturated fat, trans fat, sodium, sugar"	Nuggets	Chicken	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Medium, Asian Sweet Chili"	"Sauced Jumbo Popcorn Chicken Medium, Asian Sweet Chili, Chicken"	670	28	5	0.5	60	3170	78	5	37	25	5.9	"High: calories, total fat, sodium, sugar | Low: dietary fiber"	Nuggets	Chicken	
Entrees	Sonic	"Sauced Jumbo Popcorn Chicken Large, Asian Sweet Chili"	"Sauced Jumbo Popcorn Chicken Large, Asian Sweet Chili, Chicken"	1020	44	8	1	90	4820	118	7	55	39	4.3	"High: calories, total fat, saturated fat, trans fat, sodium, sugar"	Nuggets	Chicken	
Entrees	Steak 'N Shake	Chicken Fingers and Fries	"Chicken Fingers and Fries, Kids"	380	25	4.5	0	40	1140	25	2	0	15	7.7	High: sodium | Low: dietary fiber	Tenders	Chicken	
Entrees	Steak 'N Shake	Sausage Gravy and Biscuits (full order)	"Sausage Gravy and Biscuits (full order), Breakfast"	970	67	43	3	50	2690	81	2	7	13	3.8	"High: calories, total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Breakfast	Pork	
Entrees	Steak 'N Shake	Sausage Gravy and Biscuits (half order)	"Sausage Gravy and Biscuits (half order), Breakfast"	480	33	22	1.5	25	1350	41	1	3	7	4.1	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber, protein"	Breakfast	Pork	
Entrees	Steak 'N Shake	Country Skillet	"Country Skillet, Breakfast"	1320	106	43	1.5	480	2340	57	2	5	37	3.5	"High: calories, total fat, saturated fat, trans fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Kid's Chocolate Chip Pancakes	"Kid's Chocolate Chip Pancakes, Breakfast"	970	20	7	0	60	2440	176	3	71	40	5.8	"High: calories, saturated fat, sodium, sugar | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Mini Corn Dogs and Fries	"Mini Corn Dogs and Fries, Kids"	350	24	5	0	35	860	29	2	4	7	6.9	"High: sodium | Low: dietary fiber, protein"	Sandwich	Pork	
Entrees	Steak 'N Shake	Steak Frank and Fries	"Steak Frank and Fries, Kids"	540	36	11	1	45	1560	40	1	4	13	4.4	"High: total fat, saturated fat, trans fat, sodium | Low: dietary fiber"	Sandwich	Steak	
Entrees	Steak 'N Shake	Breakfast Bowl with Hash Browns	"Breakfast Bowl with Hash Browns, Breakfast"	460	42	11	0	180	600	11	1	2	12	5.4	"High: total fat, saturated fat, cholesterol | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Breakfast Bowl without Hash Browns	"Breakfast Bowl without Hash Browns, Breakfast"	350	27	10	0	355	830	5	1	3	21	6.2	"High: total fat, saturated fat, cholesterol, sodium | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Chocolate Chip Pancakes	"Chocolate Chip Pancakes, Breakfast"	1320	38	18	0	70	2470	226	4	119	43	4.9	"High: calories, total fat, saturated fat, sodium, sugar | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Kid's - 3 Pancakes (incl. butter and syrup)	"Kid's - 3 Pancakes (incl. butter and syrup), Breakfast"	520	12	6	0	35	1310	93	1	34	9	5.6	"High: sodium, sugar | Low: dietary fiber, protein"	Breakfast	Steak	
Entrees	Steak 'N Shake	Mac and Cheese	"Mac and Cheese, Kids"	170	5	1.5	0	10	310	26	1	5	6	8.7	"Low: dietary fiber, protein"	Pasta	Steak	
Entrees	Steak 'N Shake	Banana Pancakes	"Banana Pancakes, Breakfast"	970	16	4.5	0	55	2440	189	6	72	41	6.9	"High: calories, sodium, sugar | Low: dietary fiber"	Breakfast	Steak	
Entrees	Steak 'N Shake	Fish Plate	"Fish Plate, Sandwiches"	890	59	10	0	90	780	63	4	6	25	6.2	"High: calories, total fat, saturated fat, sodium | Low: dietary fiber"	Sandwich	Steak	
Entrees	Steak 'N Shake	Chicken Bites	"Chicken Bites, Kids"	240	5	0.5	0	35	920	27	1	2	21	9.2	High: sodium | Low: dietary fiber	Nuggets	Chicken	
Entrees	Taco Bell	Nachos BellGrande - Beef	"Nachos BellGrande - Beef, Nachos, Specialties"	730	38	6	0	25	1130	81	15	4	17	8.4	"High: calories, total fat, sodium"	Nachos	Beef	
Entrees	Taco Bell	Quesadilla - Chicken	"Quesadilla - Chicken, Quesadillas"	520	26	13	0	75	1260	41	3	3	26	6.7	"High: saturated fat, sodium | Low: dietary fiber"	Taco	Chicken	
Entrees	Taco Bell	Power Menu Bowl - Chicken	"Power Menu Bowl - Chicken, Power Menu"	460	21	6	0	70	1250	41	8	3	27	8.6	High: sodium	Taco	Chicken	
Entrees	Taco Bell	Power Menu Bowl - Steak	"Power Menu Bowl - Steak, Power Menu"	480	23	7	0	60	1280	42	7	4	25	8.2	"High: saturated fat, sodium"	Taco	Steak	
Entrees	Taco Bell	Power Menu Bowl - Veggie (V)	"Power Menu Bowl - Veggie (V), Power Menu"	420	20	6	0	20	870	47	10	3	13	9.3	High: sodium	Taco	Veggie	
Entrees	Taco Bell	Quesarito - Beef	"Quesarito - Beef, Burritos, Quesadillas"	650	33	13	0.5	50	1420	67	5	4	21	6.3	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Taco	Beef	
Entrees	Taco Bell	Quesarito - Steak	"Quesarito - Steak, Burritos"	630	31	12	0	55	1440	65	4	5	24	6.7	"High: total fat, saturated fat, sodium | Low: dietary fiber"	Taco	Steak	
